FullName|Reputation|Answers|Questions|PeopleReached|Location|Github|Membership|Tags
Niels van der Rest|'26781'|150||150.7m|Rotterdam, The Netherlands|vanderrest||mongodb, nosql, database, mapreduce, c#
ufk|'24296'|136||572.5m|Yavne, Israel|firufk|11 years, 2 months|java, php, node.js, mysql
Wilfred Hughes|'23579'|130||122.7m|United Kingdom|ilfred|9 years, 6 months|python, django, jenkins, emacs, elisp
Marcus Westin|'23411'||||||10 years, 10 months|html, clojure
Marcelo De Polli|'22796'|233||233.8m|Sao Paulo, Brazil|depolli|7 years, 11 months|css, ruby, html
HaNdTriX|'22490'|106||13.7m|Hamburg, Germany|andtrix|8 years, 7 months|jquery, css, html, node.js
Kyle H|'19482'||||||9 years, 10 months|mongodb, sql-like, sql
Jakob|'14533'||||Vienna, Austria||6 years, 7 months|python, ipython, pdf
Manuel|'9996'||||🌍||7 years, 6 months|swift, ios, xcode, android
PerformanceDBA|'25689'|321||321.3m|Sydney, Australia||9 years, 7 months|database, sql, mysql
stef|'21661'|67||205.8m|||10 years, 10 months|php, laravel, jquery, drupal, mysql
Steve Lorimer|'20764'|189||229.4m|George Town, Cayman Islands|kebanga|9 years, 9 months|c++, cmake, linux, c++11, qt, templates
nbro|'10095'|218||183.5m||bro|5 years, 10 months|python, tkinter, java, c++, c
David Cullen|'9211'|300||300.0m|South Carolina, United States|||python, c, json, csv
nhahtdh|'51064'|1,145||1,145.5m|Moon|||regex, java, string, python, c
BioGeek|'17027'|184||98.6m|Gent, België||11 years, 5 months|python, biopython, fasta
ForEveR|'51128'|1,069||19.4m|Moscow, Russia||7 years, 11 months|c++, c++11, templates, boost, vector, stl
Gravis|'23823'|12||12.4m|France||11 years, 4 months|devise, routes, docker, mongodb
Anton Matsiuk|||||Hamburg, Germany||6 years, 8 months|docker, yaml
Razzie|'28972'|185||30.1m|The Hague, The Netherlands||11 years, 6 months|wpf, c#, java, .net, winforms
Michael Irigoyen|'20428'|305||54.3m|Riverview, FL, United States|oyney|9 years, 5 months|html, php, css, jquery, .htaccess
Rory Daulton|'17836'||||Lewistown, PA|||python, math, list, algorithm, geometry
Luca Rainone|'13856'|294||294.3m|Italy||8 years, 6 months|php, jquery, html, json, mysql
sabithpocker|'13443'|591||35.5m|India||9 years, 9 months|jquery, html, angular, css, ember.js
Rudi Kershaw|'9685'|163||42.8m|United Kingdom|udikershaw|7 years, 2 months|java, android, xml, swing, arrays
knolleary|'8198'|||||nolleary|7 years, 3 months|node-red, mqtt, node.js, json, ibm-cloud
Christian Sauer|'8030'||||Düren, Germany|||c#, excel, vb.net, python, .net, vba
Amadeus|'8015'|||||||c++, c, opengl, pointers, templates, vector
Matthias|'7504'||||Vienna, Austria||9 years, 6 months|java, python, c++, keras, android
Anil_M|'7189'|319||21.5m|Redondo Beach, CA, USA||4 years, 3 months|python, audio, numpy, pandas
Roman Pokrovskij|'6753'|174||152.3m|Vilnius, Republic of Lithuania||9 years, 6 months|c#, .net
rbaleksandar|'6157'||||||7 years, 10 months|c++, qt, python, opencv, pyqt, c
channa ly|'5526'||||Cambodia|hannainfo|9 years, 2 months|symfony, ruby, cordova
Ryan Wilson|'5367'||||Doesnt Matter|||c#, jquery, html, sql
evergreen|'5018'||||on air||7 years, 10 months|html, php, iframe, jquery, linux
jlumietu|'4934'||||San Sebastian, Gipuzkoa, Spain|lumietu|5 years, 7 months|spring, java, apache, tomcat
Matt R. Wilson|'4942'||||United States|astermatt|8 years, 11 months|php, nock, jquery, node.js, mysql
Pyves|'4535'||||United Kingdom|||java, eclipse, c++, g++, gcc
noetix|'3778'||||Peregian Beach QLD, Australia|oetix|7 years, 7 months|php, symfony, reactjs
Ali Bahrami|'3777'||||Utrecht, Netherlands||9 years, 5 months|c#, vue.js, asp.net, .net
Pedro Arantes|'3568'||||São Carlos - State of São Paulo, Brazil|rantespp|2 years, 7 months|angular, reactjs
Drew|'3183'||||Queensland, Australia||4 years, 6 months|php, windows, csv
Clay Ellis|'2702'||||Provo, UT|layellis|5 years, 6 months|ios, swift, iphone
Salman Zafar|'2698'||||Lahore, Punjab, Pakistan|almanzafar|3 years, 7 months|laravel, php, mysql, laravel-5, laravel-6, eloquent
Kirill Matrosov|'2647'||||Moscow, Russia|dmatrosov|3 years, 10 months|css, flutter, dart, vuejs2, vue.js
mare96|'2628'||||Belgrade, Serbia|are|1 year, 5 months|laravel, vue.js, php, laravel-5, eloquent
OZZIE|'2321'|98||47.1m|||8 years, 10 months|css, html, reactjs, webpack, php
David Callanan|'2304'||||||7 years, 10 months|html, svelte, node.js, python
Alexander Pankin|'2030'||||Russia|lex|1 year, 9 months|java, spring, reactor
ACascarino|'2015'||||||5 years, 11 months|python, regex, c, numpy
Erlkoenig|'1888'||||||5 years, 2 months|c++, c, pointers, arrays, templates, stm32
polina-c|'1768'||||Kirkland, WA, USA|olina|6 years, 3 months|reactjs, flutter, dart
Jam Risser|'1701'||||Austin, TX, United States|odejamninja|4 years, 10 months|node.js, firebase, sails.js, python, polymer
Andrew Nolan|'1429'||||Lodi, NJ, USA||4 years, 5 months|php, laravel, laravel-5
Anduin|'1262'||||Beijing, China||2 years, 8 months|c#, asp.net, .net-core
Sahil|'1069'||||Chandigarh, India|amllama|3 years, 2 months|python, django, html, json
JArgente|||||Madrid, España||4 years, 3 months|java, reactive, spring
Marcus||||||damsma|2 years, 3 months|r, shiny, dataframe, dplyr
Gareth Ma|||||||1 year, 6 months|python, selenium, firefox, django
Mehroz Mustafa||||||||c++, nested, struct, union, opencl
AbbeGijly||||||||python, list, numpy, arrays
Simon|||||||3 years, 6 months|
ShrewdStyle||||||||html, css, reactjs, flexbox
Jakub.Novotny|||||Czech Republic|||r, dplyr, function, dataframe, for-loop, tidyverse
VoteyDisciple|'34044'|716||716.9m|Boulder, CO||10 years, 10 months|php, jquery, mysql, css, html
RageZ|'24100'|526||20.3m|Japan|agezbla|10 years, 9 months|php, mysql, .htaccess, regex, extjs
Max MacLeod|'23791'|304||35.5m|Madrid, Spain||9 years, 7 months|ios, iphone, swift
Johann Gerell|'22556'|307||108.6m|Sweden|ohanngerell|11 years, 8 months|c++, c#, .net, pointers, c, winapi
Romil Kumar Jain|'17978'|459||30.4m|New Delhi, India|||c#, sql, .net, asp.net
Brian Lacy|'17060'|69||57.3m|Utah||10 years, 11 months|mysql, php, svn, java, regex, android
Grant Birchmeier|'14792'|236||56.2m|Chicagoland|rantbirchmeier|9 years, 3 months|ruby, quickfix, quickfixj, java
Matic Oblak|'13354'||||Ljubljana, Slovenia||9 years, 6 months|ios, opengl-es, swift, android
jdphenix|'12479'||||United States|dphenix|10 years, 3 months|c#, jquery, java, arrays, html
Simon Tewsi|'11931'|60||80.5m|Christchurch, New Zealand||10 years, 6 months|c#, .net, git, ms-access
Amir Saniyan|'9700'|59||129.4m|Tehran, Iran|mir|10 years, 2 months|windows, android, c, c++, c#, .net
Daniel Sokolowski|'9539'|114||114.7m|Kingsotn Ontario|anielsokolowski|9 years, 7 months|apache, django, eclipse, python, jquery
VHS|'8182'|609||609.1m|Virginia, United States||4 years, 5 months|java, c, arrays, spring, string
thc|'7485'||||||6 years, 9 months|r, dplyr, rcpp, ggplot2, dataframe
eagertoLearn|'7452'||||||6 years, 9 months|java, django, python
Greg Peckory|'6070'|245||245.1m|GregLand, USA||7 years, 11 months|java, android, python, html
portfoliobuilder|'5488'||||Los Angeles, CA, United States|rxeno||android, string, java
Luuk Wuijster|'4678'||||The Netherlands|uuk|3 years, 5 months|php, c#, angular, asp.net, laravel
leeyuiwah|'4454'|167||83.1m|||8 years, 4 months|java, git, mysql, sql, hive
Dance Party2|'4066'||||||4 years, 6 months|seaborn, python, pandas
Ohmen|'4037'||||Germany||6 years, 2 months|docker, node.js, java
Ayoub Ennassiri|'2655'||||Paris, France|||python, zipline, csv, pandas, dataframe
chughts|'2093'||||Hursley, United Kingdom|hughts|4 years, 7 months|ibm-cloud, python, node-red, ibm-mq, java
Maarten-vd-Sande|'1679'||||Nijmegen, Netherlands||2 years, 2 months|snakemake, python, slurm, pipeline
user8959427|'1591'||||||2 years, 6 months|r, dplyr, python, ggplot2, stringr, purrr
noraj|'1566'||||Earth|oraj|4 years, 7 months|ruby, rubygems, android, ubuntu
Abhishek Garg|'1386'|62||62.3m|India|bhishekgarg|2 years, 5 months|android, gradle
loic.lopez|'1128'||||Nice, France|oic|3 years, 7 months|laravel, php, laravel-5, unity3d, c#
Buddhima Udaranga|||||||2 years, 11 months|wso2is, wso2, wso2-am, java, wso2esb
YorSubs|||||Amsterdam, Netherlands||9 years, 6 months|spawn, console, colors, scope
Ali|||||Virginia, USA||2 years, 6 months|aws-cli, bash
DBat|||||Portland, OR, USA|||python, opencv, numpy, pandas, graphing
totalhack||||||otalhack|1 year, 6 months|python, pandas, string, integer, mysql, dataframe
Moo-Juice|'35035'|794||58.5m|United Kingdom||9 years, 9 months|c#, c++, c, .net, asp.net
Nicholas Piasecki|'23071'|152||11.1m|United States||11 years, 7 months|c#, winforms, .net, database
Antti Huima|'22821'|438||438.9m|Finland||11 years, 3 months|algorithm, c++, c, python
toniedzwiedz|'15197'||||Poznan, Poland|oniedzwiedz||rest, java, aem, ruby, xml, xpath
rob|'14928'|239||44.8m|Toronto, Canada|obianmcd|9 years, 11 months|angularjs, angular
java_geek|'14812'|29||102.0m|||10 years, 3 months|rest, java, http, jvm
BeniBela|'13956'|355||12.7m|Germany|enibela|9 years, 9 months|bash, xpath, xml, c++, linux, xquery
k3b|'13264'|605||53.3m|Germany||9 years, 6 months|android, c#, .net, java, testing
starrify|'12205'|220||220.2m|Hangzhou, China|tarrify|9 years, 8 months|python, c, linux, scrapy, c++, opengl
dwurf|'10201'|130||130.7m|Melbourne, Australia|||sql, python, mysql, database, bash
Reinstate Monica Please|'9183'|238||238.5m|||6 years, 6 months|find, bash, linux, shell, grep, regex
gran33|'8365'||||Israel|ran|7 years, 9 months|ios, iphone, xcode, android
tipu|'8256'||||||10 years, 6 months|android, python, sockets, php, java, django
pr1nc3|'5982'||||Amsterdam, Netherlands||3 years, 3 months|php, laravel, arrays, mysql, json, html
Grimthorr|'5544'||||United Kingdom||6 years, 9 months|firebase, android
Riyafa Abdul Hameed|'4269'|111||41.7m|Sri Lanka|iyafa||java, netty, ballerina
Denziloe|'3693'||||||4 years, 7 months|python, pandas, string, numpy
jdmcbr|'3534'||||California||8 years, 9 months|python, geopandas, rasterio, pandas, gis
Gershom|'3498'||||Toronto, Ontario, Canada||8 years, 11 months|html, css, jquery, node.js, python
colidyre|'2577'||||Heidelberg, Germany|olidyre|6 years, 10 months|python, regex, list, for-loop
sulabh chaturvedi|'1544'||||London, UK||2 years, 8 months|docker, python, ansible
zafar|'1251'||||Maryland, United States|||c#, xamarin, android, ios
Thomas Neitmann|'1206'||||Basel, Switzerland|homas|5 years, 5 months|r, ggplot2, knitr, rstudio, tidyverse, rlang
Nimesh Neema|'1099'||||Indore, Madhya Pradesh, India|imeshneema|3 years, 7 months|xcode, ios, app-store, macos, hig
user2846469|'1078'||||||6 years, 8 months|junit, android, angular, css
Mannoj|||||Pune - Ahmednagar Highway, Wagholi, Pune, Maharashtra, India||7 years, 3 months|c++, pointers, c++11, c, c++17, vector
VPaul|||||Waterloo, ON, Canada|paul|7 years, 8 months|node.js, axios, vue.js, reactjs
Ashley|||||Montreal, QC, Canada||8 years, 4 months|html, java, jquery, node.js, arrays
Simonas Daniliauskas||||||imdani|1 year, 8 months|swift, ios, git
lakshitha madushan|||||Sri Lanka||1 year, 10 months|css, html, jquery, arrays, angular
JQadrad|||||London, UK|itsejan||python, pandas
danielcahall|||||Philadelphia, PA, USA|anielenricocahall||python, pyspark, opencv, keras
Henrik P. Hessel|'34110'|270||59.8m|Zürich, Switzerland|||iphone, php, ios, c#, xcode
Gautam3164|'26333'|1,341||53.7m|Hyderabad, India||7 years, 10 months|php, jquery, html, mysql
Jon Winstanley|'21008'|240||103.4m|Nottingham, England United Kingdom||11 years, 6 months|php, css, symfony1, html, symfony
Julian|'17990'|156||28.7m|Norway||10 years, 2 months|android, nuget, java, c#, winforms
phatmann|'16005'|95||95.3m|||10 years, 7 months|ios, xcode, swift
Samaursa|'14548'||||||9 years, 11 months|mercurial, c++, cmake
Niki Yoshiuchi|'13755'|176||176.4m|United States|||c++, ocaml, algorithm, c
Repox|'13451'|303||36.6m|Denmark||9 years, 7 months|php, mysql, laravel, html, arrays
Sven-Michael Stübe|'13335'||||Germany|mstuebe|7 years, 11 months|xamarin, c#, android
Majid|'11192'|192||102.4m|there||7 years, 4 months|c#, .net, asp.net, html, css
developer82|'10995'||||Israel|eveloper|6 years, 10 months|titanium, c#, android
Saravana|'10196'|494||494.8m|New York, NY, USA||6 years, 3 months|java, mongodb, java-8, spring, node.js, mongoose
Ahmad|'9929'|490||86.5m|Saudi Arabia|||jquery, html, vba, excel, sql
corgrath|'9413'||||||11 years, 2 months|java, css, dart, html
Logan|'8861'|16||49.2m|Canada|||node.js, c++, ubuntu, jquery, php
jmehrens|'8014'|437||437.7m||||java, logging, javamail
real_ate|'7948'|55||14.1m|Dublin, Ireland|ansona|9 years, 5 months|node.js, github, ember.js, ember-cli
Nidhin Joseph|'7839'||||Wollongong NSW, Australia|j|6 years, 3 months|html, css, jquery, angular, cordova
Colin|'7703'||||United States||10 years, 4 months|python, algorithm, qt, c++, c, snakemake
Shivaraj Patil|'7253'||||Banglore|hivarajp|6 years, 8 months|android, java, bluetooth
Shabbir Dhangot|'7035'||||Bangalore, Karnataka, India|habbir|6 years, 7 months|android, angular, java
Marcin Grzejszczak|'6921'||||Warsaw, Poland|arcingrzejszczak|7 years, 7 months|java, spring
David|'6804'||||USA|||python
Will|'6694'|11||138.1m|||9 years, 6 months|maven, java, string, spring, mongodb, sql
Kevin R|'5883'||||Netherlands|rummler|9 years, 2 months|ios, swift, iphone, restkit
Zaar Hai|'5862'||||||9 years, 11 months|mysql, python, tornado, linux, django
Ryanqy|'5732'||||Guangzhou, Guangdong, China||5 years, 3 months|java, spring, jvm
codyc4321|'5716'||||Tampa, FL||6 years, 3 months|python, bash, reactjs, django, html
Simone Zandara|'5396'||||Berlin||5 years, 5 months|python, celery, angular, html, angularjs
Alisson|'5276'||||Santos, Brazil|||c#, asp.net, .net
epool|'5153'||||Mérida, Mexico|pool|8 years, 10 months|python, android, firebase, java
Autiwa|'5117'||||||7 years, 11 months|python, logging, numpy
Juan Leni|'4646'||||Zug, Switzerland||10 years, 9 months|python, c++, arrays, algorithm
Martin Drautzburg|'4591'||||Germany|||sql, oracle, haskell, database
amin|'4328'||||Iran||5 years, 8 months|laravel, php, protege, owl, ontology
Ugurcan Yildirim|'4223'||||İstanbul, Türkiye|gurcany|4 years, 9 months|android, javafx, java, firebase, javafx-8, flutter
Ingo|'3979'|78||78.5m||||android, delphi, java, date, timezone, html
Gihan|'3612'||||Sri Lanka|ihanshp|9 years, 3 months|angularjs, yii, php, mysql, jquery
SandroMarques|'3116'|78||78.4m|Portugal|||php, html, java, swing
aravind_reddy|'2771'||||Hyderabad, Telangana, India|ravind||reactjs, jsx, enzyme
tsveti_iko|'2600'|95||95.6m|Amsterdam, Netherlands||5 years, 7 months|python, php, laravel, jquery
adityasnl|'2099'||||Indore, Madhya Pradesh, India|dityasonel|2 years, 11 months|android, java, realm, firebase
sgon00|'2017'|||||||flutter, dart, go, android, psql
Trevor Reid|'1908'||||The Steem Blockchain @tdre|dreid|8 years, 7 months|c#, .net-core, json, python
Rob|'1745'||||Stockholm, Sweden||7 years, 8 months|c#, wpf, linq, jquery, xaml
Jake|'1180'||||Australia||3 years, 7 months|node.js, reactjs, next.js, jestjs
Abdollah|'1173'||||||5 years, 9 months|git, java, yarnpkg, dspace
NicolasElPapu|||||Lima, Peru|||swift, ios, xcode, terminal, sonarqube, ruby
Xenon Kfr|||||||5 years, 9 months|android, dexopt
ShadyMBA|||||||3 years, 11 months|python, pandas, dataframe, numpy, regex
Somraj Chowdhury||||||omrajchowdhury||python, tkinter, json, button
Tharindu Vindula|||||Colombo, Sri Lanka|harinduvindula|1 year, 7 months|angular, html, css, mat-table
ali|||||||4 years, 5 months|android, omnet++, python
AyushKatiyar|||||Ghaziabad, Uttar Pradesh, India||1 year, 11 months|angular, html, node.js, angular8
Aleksey||||||||python, werkzeug, linux, c
Šimon Tóth|'32299'|505||110.1m|Adliswil, Switzerland||10 years, 6 months|c++, c, git, linux, gcc, arrays
SolidSnake|'19347'|168||63.0m|Edmonton, AB, Canada|igzapps||c#, android, php, java, regex, .net
Cephalopod|'12214'|167||28.1m|Berlin, Germany|||java, string, regex, maven, prolog
dman|'9828'|||||man|7 years, 11 months|node.js, polymer, python, angularjs
NSMutableString|'8746'||||Belgium||7 years, 6 months|ios, cocoapods, iphone, node.js
d13|'8518'||||||8 years, 2 months|html, es2015, class
Scott Biggs|'8046'|92||27.2m|Chur, Switzerland||9 years, 3 months|android, java, xml, eclipse
Rahul Gupta|'6935'|315||16.3m|Bangalore, Karnataka, India||6 years, 8 months|jquery, php, html, jquery-ui
Brian Dillingham|'6829'||||United States|illingham||html, css, laravel, jquery
Klemen Tušar|'6705'|125||125.3m|London, UK|echouse|8 years, 6 months|html, jquery, php, datetime, mysql
DhiaTN|'6691'||||Berlin, Germany||4 years, 5 months|python, django
fatihyildizhan|'6423'|93||22.8m|London, UK|atihyildizhan|7 years, 3 months|swift, ios, alamofire, mongodb
Stefan|'6108'||||Cambridge, UK||8 years, 4 months|c, bokeh, python, ruby, rspec, c#
Rakesh Soni|'6097'|97||97.7m|Indore India||7 years, 5 months|android, mysql, java, sql, spring
Robin|'5782'||||Zurich, Switzerland||9 years, 11 months|reactjs, ruby, java, css
Burak Arslan|'5687'||||Istanbul, Turkey|lq|7 years, 10 months|python, spyne, soap, xml, wsdl
Kamafeather|'4277'||||||6 years, 5 months|php, git, html, arrays, github
Vegas|'4161'||||||3 years, 7 months|c, node.js, assembly
Tim Seed|'3268'|172||172.0m|Hong Kong Island, Hong Kong|imseed|6 years, 4 months|python, pandas, regex, string, csv
Ng Sek Long|'1734'||||||3 years, 11 months|java, spring, php, html, arrays
Mehmet Kaplan|'1616'||||İstanbul, Türkiye||7 years, 6 months|sql, redis, reactjs, mysql
hongsy|||||Singapore||3 years, 10 months|python, r, pandas, macos, dataframe, anaconda
frankenstein|||||India||2 years, 8 months|android, firebase, kotlin, java
kaktus_car|||||Serbia|||pygame, python, pickle
dave4420|'43748'|591||25.6m|London(ish), United Kingdom||11 years, 2 months|haskell, ssh, types, list, perl, monads
Kiril Kirov|'34079'|438||104.7m|Sofia, Bulgaria||9 years, 9 months|c++, c, string, linux, pointers, vector
dyp|'33878'|527||16.0m|||9 years, 9 months|c++, c++11, templates, c++14, lambda
Igor Artamonov|'33455'|620||65.7m|Internet|plix|10 years, 6 months|java, grails, groovy, spring
Will Tate|'31869'|256||256.1m|Philadelphia|illtate|9 years, 4 months|android, button, java
fvu|'30260'|924||924.4m|Belgium|||java, c, php, c++, linux, mysql
Paul Alexander|'30025'|439||81.7m|United States|hallguy|11 years, 2 months|c#, .net, asp.net, jquery
Alex|'29912'|466||10.2m|Kharkiv, Ukraine|||c#, asp.net, .net, regex
jrista|'29760'|526||40.0m|Denver, CO|||c#, .net, asp.net, wcf, css, html
Abe Heidebrecht|'27738'|292||292.0m|New York, New York United States|be|11 years, 8 months|wpf, .net, xaml, c#, controls
Gareth Davis|'25908'|343||22.1m|England, United Kingdom|empredirect|11 years, 7 months|java, spring, hibernate, grails, groovy
karaxuna|'25019'|761||99.3m|Georgia|araxuna|8 years, 2 months|angularjs, jquery, html, node.js
Enno Shioji|'24359'|421||81.6m|London, United Kingdom||10 years, 5 months|java, servlets
Hadi Eskandari|'22347'||||Sydney, Australia||11 years, 4 months|c#, wpf, android, .net
Louys Patrice Bessette|'22224'||||Sainte-Julie, QC, Canada||7 years, 2 months|jquery, html, css, php, ajax
Will Marcouiller|'21956'|575||175.3m|Shawinigan, Canada||10 years, 9 months|c#, winforms, .net, sql, asp.net
